Name,Fingerprint,Flags,IP,OrPort,ObservedBW,GuardClients,DirClients,Uptime,Longitude,Latitude)
CalyxInstitute14,0011BD2485AD45D984EC4159C88FC066E5E3300E,MGEH,162.247.74.201,443,15.55992,kz:872|ir:456|in:416|mx:368|us:272|id:232|kg:184|pk:176|gt:152|pe:136|sy:136|tj:136|vn:120|th:112|bd:96|ve:88|de:72|ru:72|ye:72|af:64|bo:64|tr:56|am:48|br:48|fr:48|ng:48|gh:40|ph:40|ua:40|au:24|ca:24|co:24|dz:24|gb:24|it:24|jp:24|sg:24|??:16|al:16|ao:16|ar:16|az:16|bg:16|cz:16|eg:16|es:16|kr:16|md:16|mu:16|my:16|nl:16|pl:16|ro:16|rs:16|za:16|at:8|ba:8|be:8|bf:8|bh:8|bi:8|bj:8|by:8|cd:8|ch:8|ci:8|cl:8|cm:8|cn:8|cr:8|cu:8|cy:8|dk:8|do:8|ec:8|et:8|fi:8|ga:8|ge:8|gr:8|hk:8|hn:8|hr:8|hu:8|ie:8|il:8|iq:8|is:8|jm:8|jo:8|ke:8|kh:8|kw:8|la:8|lb:8|lk:8|lr:8|lt:8|lu:8|lv:8|ly:8|ma:8|mg:8|mk:8|mm:8|mn:8|mo:8|mr:8|mv:8|mz:8|na:8|ni:8|no:8|np:8|nz:8|om:8|pa:8|ps:8|pt:8|qa:8|rw:8|sd:8|se:8|si:8|sk:8|sl:8|sn:8|sv:8|tg:8|tn:8|tw:8|tz:8|ug:8,uz:3008|us:232|ru:224|eg:112|in:96|lb:64|ua:40|fr:32|sg:32|de:24|id:24|se:24|th:24|br:16|ca:16|fi:16|gb:16|iq:16|ir:16|jp:16|vn:16|??:8|ae:8|ar:8|au:8|az:8|bd:8|be:8|ch:8|ci:8|cm:8|cu:8|cz:8|dz:8|ec:8|es:8|il:8|is:8|it:8|jm:8|jo:8|kw:8|kz:8|lk:8|lu:8|lv:8|ma:8|mg:8|mm:8|mn:8|mx:8|ng:8|nl:8|no:8|om:8|pa:8|ph:8|pk:8|pl:8|pt:8|ro:8|sk:8|sn:8|sv:8|tr:8|tw:8|tz:8|ve:8|za:8,19159857,-97.822,37.751
Honorem,0022C7399DE3E5C8F6B74CE2A28399D52726485F,MGH,65.21.66.166,9001,19.617879000000002,,fi:1056|us:904|de:496|in:424|ru:368|id:280|vn:240|gb:208|br:200|nl:168|fr:136|ca:120|md:120|es:104|th:96|pk:88|ua:80|eg:72|ir:72|tr:72|ie:64|it:64|jp:64|ph:56|mx:48|ar:40|au:40|bd:40|ch:40|dz:40|il:40|ae:32|at:32|be:32|bg:32|kr:32|ma:32|pl:32|tn:32|ve:32|cz:24|hk:24|kz:24|lt:24|my:24|ng:24|pt:24|rs:24|sg:24|tw:24|az:16|ba:16|co:16|ec:16|hu:16|iq:16|ke:16|lk:16|lv:16|mk:16|mm:16|no:16|np:16|pe:16|ps:16|ro:16|sa:16|se:16|za:16|al:8|am:8|ao:8|bo:8|bt:8|by:8|cd:8|ci:8|cl:8|cm:8|cn:8|cr:8|cu:8|cy:8|dk:8|do:8|ee:8|ga:8|ge:8|gh:8|gr:8|gt:8|gy:8|hr:8|jm:8|jo:8|kh:8|la:8|lb:8|li:8|lu:8|ly:8|me:8|mg:8|mn:8|mt:8|mu:8|na:8|ne:8|ni:8|nz:8|pr:8|qa:8|rw:8|sd:8|sn:8|sy:8|ug:8|uy:8|vu:8|ye:8,828069,24.9347,60.1719
skylarkRelay,00240ECB2B535AA4C1E1874D744DFA6AF2E5E941,MGH,95.111.230.178,443,12.062721999999999,,de:896|us:768|in:280|fi:216|fr:208|gb:192|ru:152|vn:152|id:136|nl:136|ua:120|br:112|es:96|it:80|jp:80|ca:72|se:72|th:72|tr:64|ch:56|au:48|cz:48|eg:48|kr:48|mx:48|pk:48|pl:48|dz:40|hk:40|ar:32|be:32|co:32|ie:32|md:32|no:32|ve:32|at:24|bd:24|bg:24|gr:24|hu:24|il:24|ph:24|rs:24|sk:24|za:24|et:16|gh:16|lt:16|ma:16|my:16|ng:16|nz:16|pe:16|sg:16|tw:16|am:8|ap:8|az:8|ba:8|bh:8|bs:8|by:8|ci:8|cl:8|cm:8|dk:8|do:8|ec:8|ga:8|ge:8|gl:8|gt:8|hr:8|ir:8|is:8|jo:8|ke:8|kh:8|kw:8|kz:8|la:8|lb:8|lk:8|lv:8|ly:8|mg:8|mk:8|mm:8|mn:8|mt:8|mu:8|mv:8|na:8|np:8|pa:8|pt:8|qa:8|ro:8|rw:8|sd:8|sv:8|sy:8|tj:8|tn:8|ug:8|uz:8|vu:8|zm:8,11687330,11.1617,49.405
StarAppsMobley,00283B5564E3072DCDDAB31D6EF622DD49BF524F,MGH,195.15.242.99,9001,18.494684,,,867628,6.1385,46.1953
ForPrivacyNET,0036FA36AB435FD5D0F640626636867EBFB72C68,MGEH,185.220.101.33,10133,13.313165999999999,,,907689,13.1207,52.6171
Tatita23,004B438A395C5B7D0EF8FAAE056FA9A1CB7ABB86,MH,51.15.45.73,7575,1.070767,,de:8|fr:8|lb:8|nl:8|ru:8|us:8,8618443,2.3387,48.8582
Torchier2,00522C8C81F26171B56F769D2AEBA63C2501F6B9,MGH,205.185.113.66,443,2.930623,,de:72|us:48|fi:32|in:32|vn:32|ua:24|id:16|au:8|bd:8|br:8|ca:8|ch:8|cz:8|ec:8|eg:8|et:8|fr:8|gb:8|ge:8|hr:8|hu:8|ie:8|il:8|it:8|jp:8|kr:8|ma:8|mm:8|mx:8|ng:8|nl:8|np:8|ph:8|pk:8|pt:8|ru:8|th:8|tj:8|tr:8,1749783,-115.1447,36.102
neonberry,00549B8014A74B42F80FF33DE24F18A855775A12,MGH,170.253.30.109,9001,8.389237,,ru:2064|us:480|de:176|id:96|gb:88|in:88|br:48|es:48|fr:48|jp:48|cz:40|fi:40|ir:40|nl:40|vn:40|ca:32|ch:32|pk:32|ro:32|ua:32|??:24|au:24|hu:24|ie:24|kr:24|my:24|th:24|tr:24|ar:16|dk:16|dz:16|ge:16|it:16|lt:16|lu:16|md:16|mx:16|nz:16|pt:16|sg:16|tw:16|ve:16|za:16|ae:8|at:8|az:8|ba:8|bd:8|be:8|bg:8|bw:8|by:8|cl:8|cn:8|co:8|cv:8|ec:8|eg:8|gh:8|gr:8|hn:8|hr:8|il:8|iq:8|jo:8|ke:8|kz:8|lv:8|ma:8|mk:8|nc:8|ng:8|np:8|pe:8|ph:8|pl:8|pr:8|ps:8|sa:8|sd:8|se:8|si:8|sk:8|td:8|tn:8,453675,-4.7439,41.6381
suominode,00562690CF33F537C4F4C9587655F7469868C73A,MGH,37.16.105.85,9001,9.179549999999999,,ru:456|fi:296|us:128|in:80|id:72|vn:64|de:32|ie:24|nl:24|th:24|br:16|ca:16|eg:16|fr:16|gb:16|kr:16|kz:16|ma:16|ph:16|pk:16|pl:16|tr:16|af:8|ar:8|au:8|ba:8|bd:8|bg:8|bo:8|ch:8|ci:8|co:8|cz:8|dz:8|es:8|et:8|ge:8|gh:8|gt:8|hr:8|hu:8|il:8|iq:8|ir:8|jm:8|jo:8|jp:8|ke:8|lk:8|ly:8|mn:8|mu:8|mx:8|ng:8|ni:8|np:8|pt:8|ro:8|rs:8|sa:8|sk:8|sy:8|ua:8|ve:8|ye:8|za:8|zw:8,842893,24.9349,60.1717
Athena,005ED97213F725867E422B8DC0443361BBB24E3C,MGH,104.244.79.75,443,11.810709000000001,,fi:832|us:664|in:304|de:264|vn:224|id:168|fr:152|ru:128|nl:120|br:96|gb:96|ca:80|ua:72|jp:56|tr:56|ie:48|mx:48|pk:48|th:48|es:40|it:40|kr:40|md:40|ro:40|se:40|bd:32|my:32|ph:32|pl:32|at:24|ch:24|cl:24|co:24|dz:24|hk:24|hu:24|ke:24|kz:24|sa:24|tn:24|ve:24|ae:16|ao:16|ar:16|au:16|be:16|il:16|kh:16|no:16|np:16|pe:16|za:16|al:8|bb:8|bg:8|bh:8|bj:8|bo:8|bw:8|cd:8|cy:8|cz:8|dk:8|dm:8|do:8|ec:8|ee:8|eg:8|et:8|ga:8|ge:8|gh:8|gr:8|hn:8|hr:8|iq:8|ir:8|jm:8|jo:8|kg:8|la:8|lk:8|lt:8|lv:8|ly:8|ma:8|me:8|mg:8|mk:8|mm:8|mn:8|mu:8|mz:8|ng:8|ni:8|ps:8|pt:8|re:8|rs:8|rw:8|sg:8|si:8|sk:8|sy:8|tw:8|tz:8|ug:8,777623,6.1294,49.6113
right2,00654113959763F653C92AFF078A7EC3A7BBD2D9,MGH,174.128.250.165,80,11.278836,,de:784|us:744|in:216|fr:208|fi:168|ru:168|ua:152|gb:144|vn:144|ca:120|nl:112|ir:104|au:96|es:96|jp:88|id:80|kr:64|br:56|co:48|sg:48|at:40|bd:40|ch:40|it:40|pk:40|se:40|cz:32|pl:32|ro:32|th:32|tr:32|za:32|ar:24|be:24|eg:24|gr:24|ie:24|kz:24|mx:24|no:24|ph:24|pt:24|rs:24|tw:24|bg:16|cl:16|dk:16|ee:16|hr:16|il:16|ke:16|kh:16|lt:16|lv:16|md:16|my:16|ng:16|nz:16|om:16|pe:16|sa:16|uz:16|ve:16|??:8|ad:8|ae:8|al:8|am:8|ao:8|az:8|ba:8|bw:8|bz:8|ci:8|cm:8|cr:8|cu:8|do:8|dz:8|ec:8|ge:8|gh:8|hk:8|hu:8|iq:8|is:8|jm:8|jo:8|kg:8|la:8|lk:8|ly:8|ma:8|mk:8|mm:8|mn:8|mt:8|mu:8|np:8|pr:8|qa:8|sd:8|si:8|sk:8|so:8|sv:8|sz:8|tn:8|tz:8|ye:8|zm:8,2250127,-104.9957,39.7501
Quintex13,0077BCBA7244DB3E6A5ED2746E86170066684887,MGEH,199.249.230.103,443,9.257997,,uz:1168|sa:72|lb:56|eg:40|pk:24|id:16|us:16|ao:8|az:8|cm:8|in:8|iq:8|jo:8|ma:8|mg:8|pa:8|ph:8|ro:8|ua:8|vn:8|zm:8,7041771,-97.822,37.751
venenata,0077DDDDB54954214CFEE0FE8AA85DDC857E7C8A,M,71.19.144.65,9001,5.034561,,,1844710,-121.9543,37.353
INSRelay42at8443,008196DC449482C73CFA9712445223917F760921,MH,140.78.100.42,8443,4.192602,,,691202,14.285,48.3074
mb8aku,008DD482ECA6DD2EED1E2B78148A20529BD66E49,MG,209.141.33.170,443,3.693492,,,129615,-115.1447,36.102
BlackBeluga,00962D2DD0B9BF3A6AF1D5EB201132388ACA1424,MH,5.189.155.39,9001,1.219706,us:272|de:128|nl:56|fr:40|gb:24|ru:24|ca:16|fi:16|id:16|pl:16|ae:8|at:8|au:8|be:8|bg:8|br:8|ch:8|cn:8|cz:8|dk:8|es:8|hk:8|hu:8|ie:8|il:8|in:8|is:8|it:8|jp:8|kr:8|kz:8|lt:8|lu:8|lv:8|md:8|mm:8|no:8|nz:8|pa:8|pe:8|ph:8|pk:8|re:8|ro:8|rs:8|se:8|sg:8|si:8|sk:8|th:8|tn:8|tr:8|tw:8|ua:8|vn:8,de:8|jp:8|nl:8|ru:8|us:8|vn:8,11189013,11.1617,49.405
IceCat,009FDB1E4E98015D76193D30474AE99D29CC886B,M,207.253.77.116,8043,0.0,,,483,-71.3995,46.925
Bydgoszcz,00B468F017FB759C359A26ECA1CABE50144575D5,MGEH,185.191.127.215,443,25.699047999999998,,uz:2368|eg:128|sa:80|ec:40|lb:40|bf:16|de:16|id:16|au:8|bd:8|br:8|by:8|ca:8|co:8|cu:8|dz:8|gb:8|ge:8|gh:8|in:8|iq:8|ir:8|it:8|jo:8|kh:8|ma:8|mm:8|mx:8|my:8|ph:8|pk:8|pl:8|pt:8|rs:8|tm:8|tr:8|tw:8|ua:8|us:8|ve:8|vn:8,4104676,4.8975,52.3759
mharelay,00B57BF614F7ED3051073B5D4526FF0B23AF217B,MGH,158.174.145.139,9001,42.735099000000005,,us:2848|de:1976|fi:1856|ru:1696|in:920|gb:672|fr:664|id:544|vn:504|nl:496|ca:384|br:336|ua:304|jp:280|es:272|it:248|md:216|pl:208|pk:200|au:176|th:176|tr:168|mx:160|se:144|eg:136|kr:136|cz:128|ie:128|ch:120|ar:112|at:112|ph:112|ae:104|bd:104|be:88|il:88|tw:80|co:72|hk:72|no:72|ro:72|sa:72|sg:72|lt:64|my:64|ve:64|za:64|gr:56|kz:56|ma:56|pe:56|rs:56|dz:48|hu:48|tn:48|cl:40|dk:40|gh:40|jo:40|ke:40|lv:40|nz:40|pt:40|bg:32|ge:32|hr:32|mm:32|eu:24|iq:24|lb:24|lk:24|ng:24|ps:24|ad:16|al:16|am:16|ba:16|by:16|cm:16|do:16|ec:16|ee:16|et:16|ir:16|kg:16|kh:16|la:16|me:16|mk:16|mo:16|mu:16|np:16|qa:16|si:16|sy:16|tt:16|tz:16|??:8|ao:8|az:8|bb:8|bh:8|bj:8|bn:8|bo:8|bs:8|bt:8|bw:8|bz:8|cd:8|cg:8|ci:8|cn:8|cr:8|cy:8|ga:8|gf:8|gp:8|gt:8|hn:8|is:8|jm:8|kw:8|lu:8|ly:8|mc:8|mg:8|mn:8|mt:8|mv:8|mw:8|na:8|ni:8|om:8|pa:8|pr:8|py:8|re:8|rw:8|sc:8|sd:8|sk:8|sl:8|sn:8|so:8|sv:8|tg:8|tj:8|ug:8|uy:8|uz:8|ye:8|zm:8,842488,14.6269,63.1782
torrelaytest90,00BAF809714E59E30AD0B1C6F14FCCB45FEF5D0F,M,84.220.241.43,443,1.88416,,,3,12.5126,41.8904
l25,00C4B91374AC790CB2F3865D2F36F62DF27F0A0F,M,185.66.141.125,9001,1.440682,,,2761267,-88.7465,17.2528
effiorg1984,00CCE6A84E6D63A1A42E105839BC8ED5D4B16669,MGEH,89.236.112.100,443,11.566538000000001,,uz:32|eg:8|mg:8,1425700,25.7467,62.2406
