Name,Fingerprint,Flags,IP,OrPort,ObservedBW,GuardClients,DirClients,Uptime,Longitude,Latitude)
comeandgo,00723AF1C40526179BFEEAB155043B57BCD9C1AC,MH,61.239.100.129,443,1.115645,,fi:16|ch:8|de:8|dk:8|fr:8|gb:8|it:8|jp:8|lv:8|no:8|pl:8|ru:8|se:8|sg:8|si:8|us:8,712889,114.1501,22.2908
Quintex13,0077BCBA7244DB3E6A5ED2746E86170066684887,MGE,199.249.230.103,443,14.53056,,,61,-97.822,37.751
venenata,0077DDDDB54954214CFEE0FE8AA85DDC857E7C8A,M,71.19.144.65,9001,5.321825,,,2620873,-121.9543,37.353
Relay5000,0085057C17BD2E1809E284825F06F94E72FB418C,MH,148.251.75.247,4080,10.246986000000001,,,648188,9.491,51.2993
baryon,0095792CC00758F245795556C957C20A3FF7E1BE,MH,46.101.220.117,9001,0.964952,,de:8|fr:8|il:8|jp:8|ru:8|ua:8|us:8,10058544,8.6837,50.1169
BlackBeluga,00962D2DD0B9BF3A6AF1D5EB201132388ACA1424,MH,5.189.155.39,9001,1.167282,us:80|de:72|fr:16|gb:16|nl:16|ru:16|au:8|be:8|br:8|by:8|ca:8|ch:8|cz:8|dk:8|fi:8|gr:8|hu:8|is:8|it:8|jp:8|kz:8|lt:8|lu:8|pl:8|ro:8|se:8|sg:8|si:8|sk:8|ua:8|za:8,by:8|de:8|es:8|us:8,1584066,11.1617,49.405
jactr,009851DF933754B00DDE876FCE4088CE1B4940C1,M,84.40.112.70,9001,0.17100800000000002,,,194463,23.325,42.6951
traysercassa,009ACFECE50FD5D02AF3F7E39EA66ED281B37068,M,94.130.104.112,9090,0.416231,,,1,8.7669,50.7996
TitleOSRelay,00A22EF6AD1BD3003E40F8EA1BF2BD4330B021CA,MGH,73.94.60.51,9001,5.21047,,us:120|ru:96|de:48|ca:32|fr:32|jp:24|es:16|gb:16|in:16|it:16|nl:16|ua:16|ar:8|at:8|au:8|be:8|br:8|bs:8|ch:8|cl:8|co:8|cz:8|dk:8|eg:8|gr:8|hk:8|hu:8|id:8|ir:8|kg:8|lb:8|ma:8|md:8|mx:8|my:8|no:8|ph:8|pl:8|pt:8|re:8|ro:8|rs:8|sa:8|se:8|sg:8|si:8|sk:8|th:8|tw:8|ve:8|za:8,655236,-93.3872,45.1713
lookingfor,00ADFE0066F420A2D1159495E326F5A0AEC945A6,MGH,192.241.148.93,9001,14.425386,,ru:392|us:360|de:208|nl:104|fr:88|jp:72|gb:64|in:56|md:56|it:48|ua:48|ca:40|ch:32|ir:32|se:32|tw:32|cz:24|fi:24|pl:24|au:16|bg:16|br:16|by:16|dk:16|ec:16|es:16|hk:16|id:16|ie:16|il:16|lu:16|lv:16|mx:16|no:16|pt:16|ro:16|za:16|al:8|ar:8|at:8|az:8|bd:8|be:8|bh:8|bj:8|cl:8|cm:8|cn:8|co:8|cr:8|cv:8|do:8|ee:8|eg:8|ge:8|gh:8|gr:8|hn:8|hu:8|jm:8|ke:8|kg:8|kz:8|li:8|lt:8|ma:8|me:8|mg:8|mm:8|mo:8|mp:8|my:8|nz:8|pe:8|ph:8|pk:8|rs:8|sa:8|sg:8|sk:8|sn:8|tr:8|ve:8,957730,-74.0247,40.793
Unnamed,00B3C9FB79E36905A517A489B058246759ABFBC8,M,80.254.128.45,9001,0.124763,,us:8,19345649,9.491,51.2993
mharelay,00B57BF614F7ED3051073B5D4526FF0B23AF217B,MGH,158.174.145.139,9001,11.524346,,ru:400|us:272|de:160|gb:48|jp:48|ca:40|in:40|fr:32|nl:32|ua:32|ir:24|lv:24|pl:24|au:16|br:16|ec:16|es:16|fi:16|it:16|ro:16|se:16|th:16|ad:8|ar:8|at:8|az:8|bd:8|be:8|bg:8|bh:8|bi:8|by:8|ch:8|cl:8|cm:8|co:8|cz:8|dk:8|dz:8|eg:8|ge:8|gh:8|hk:8|hu:8|id:8|ie:8|il:8|kr:8|kz:8|lt:8|lu:8|md:8|mx:8|my:8|nz:8|ph:8|pk:8|pr:8|pt:8|sa:8|sg:8|sk:8|sv:8|sy:8|tr:8|tz:8|uz:8|za:8,324064,14.6269,63.1782
effiorg1984,00CCE6A84E6D63A1A42E105839BC8ED5D4B16669,MGEH,89.236.112.100,443,11.719631999999999,,fi:16|no:8|pl:8|tw:8,3517610,25.7467,62.2406
toxic,00D2269DBC1A39D137160789C7B614197DB30C70,MGH,51.15.97.42,9010,9.89514,,ru:800|us:704|de:320|gb:144|fr:128|ua:120|nl:104|ca:96|in:88|md:88|it:72|jp:56|br:48|pl:48|ro:48|au:40|es:40|by:32|ch:32|fi:32|ar:24|at:24|hk:24|id:24|lt:24|mx:24|se:24|tw:24|??:16|az:16|be:16|cn:16|co:16|cz:16|dk:16|dz:16|gr:16|ie:16|il:16|lv:16|pk:16|pt:16|rs:16|sg:16|th:16|tr:16|ae:8|ao:8|ba:8|bd:8|bg:8|bi:8|bz:8|cl:8|cm:8|cy:8|do:8|eg:8|et:8|gh:8|hr:8|hu:8|iq:8|ir:8|je:8|jo:8|ke:8|kh:8|kr:8|ky:8|la:8|lb:8|lk:8|ma:8|me:8|mn:8|my:8|ng:8|no:8|np:8|nz:8|ph:8|pr:8|py:8|sa:8|sk:8|uz:8|ve:8|vn:8,5954542,2.3387,48.8582
dragonhoard2,00E1649E69FF91D7F01E74A5E62EF14F7D9915E4,MGH,116.203.50.182,8080,16.332605,,,972106,6.6016,51.3413
SemTempoIrmao,00E89DDEF944B42FD652F80C2480D5E20DF13194,MH,193.234.225.67,9001,1.2931590000000002,,us:40|br:16|de:16|ru:16|az:8|ca:8|fi:8|fr:8|gb:8|id:8|ie:8|in:8|jp:8|mx:8|nl:8|pe:8|ua:8,1555580,9.1922,45.4722
DigiGesTor1e1,0111BA9B604669E636FFD5B503F382A4B7AD6E80,MGEH,176.10.104.240,443,24.539136,,id:12280|th:5512|us:4504|ru:1248|kr:368|in:344|de:256|nl:248|br:176|gb:152|ua:144|my:128|mx:120|co:112|vn:112|fr:104|sg:104|il:96|tr:88|es:80|fi:80|ph:72|pk:72|ca:48|it:48|jp:48|ve:48|au:40|ie:40|tw:40|bd:32|eg:32|hk:32|ir:32|no:32|pl:32|ro:32|ar:24|at:24|az:24|ch:24|cl:24|gh:24|kz:24|md:24|np:24|pe:24|se:24|ba:16|be:16|bg:16|cz:16|dk:16|dz:16|ec:16|ge:16|hu:16|jo:16|lt:16|ma:16|pt:16|tn:16|za:16|ad:8|ae:8|af:8|al:8|am:8|ao:8|bh:8|bo:8|by:8|ci:8|cm:8|cn:8|cr:8|cu:8|cy:8|do:8|ee:8|et:8|fj:8|gm:8|gr:8|gt:8|gu:8|hn:8|hr:8|iq:8|jm:8|ke:8|kg:8|kh:8|kn:8|la:8|lb:8|li:8|lk:8|lu:8|lv:8|ly:8|mg:8|ml:8|mm:8|mn:8|mo:8|mt:8|mu:8|mw:8|mz:8|nc:8|ng:8|nz:8|om:8|pa:8|pr:8|ps:8|re:8|rs:8|rw:8|sd:8|si:8|sk:8|sl:8|sn:8|sv:8|sy:8|tg:8|tl:8|tz:8|ug:8|uz:8|ye:8|zm:8|zw:8,324082,7.6412,46.6616
motauri,01181B31BE5860C7D66DA88F88AD522C06470FD9,MEH,95.143.193.125,443,1.176162,,fi:16,1173793,17.1011,61.7134
snap277,01184DC444C11B642BB9BE1B6623169FA3178DAA,M,50.70.51.228,40105,1.932288,,,81959,-105.5614,50.3896
biochemistmoscow,0128115EC4CC35785E005F0BF2FEDF7ECDC4F03B,MH,188.32.140.126,12630,1.939281,,ru:16|??:8|de:8|fi:8|fr:8|gb:8|il:8|it:8|jp:8|nl:8|pe:8|pl:8|pr:8|ro:8|se:8|ua:8|us:8,1342845,37.6171,55.7483
bang1,0136696B025AC5503847D736FE9F3D65EB27A596,MH,134.209.159.74,443,1.2378230000000001,,fi:16|br:8|ch:8|cz:8|de:8|ee:8|fr:8|gb:8|gt:8|il:8|it:8|jp:8|lt:8|ru:8|se:8|sg:8|tw:8|ua:8|us:8|vn:8,2390403,77.5855,12.9634
insist,014BD09636373B78CC28BA70E36C7190E3DE236A,M,193.183.211.204,993,12.909201999999999,,us:200|de:136|ru:136|fr:96|jp:80|it:64|es:48|nl:40|ar:32|pl:32|ca:24|gb:24|ua:24|at:16|be:16|br:16|ch:16|cz:16|il:16|in:16|my:16|rs:16|am:8|au:8|ba:8|bd:8|bg:8|bo:8|by:8|ci:8|cl:8|co:8|dk:8|do:8|ec:8|ee:8|fi:8|gp:8|gr:8|hk:8|hr:8|hu:8|id:8|ie:8|is:8|kr:8|lb:8|ly:8|mk:8|mx:8|pe:8|ph:8|pk:8|pt:8|re:8|ro:8|sa:8|se:8|sg:8|si:8|sk:8|sy:8|tg:8|th:8|tn:8|tt:8|tw:8|ve:8|vn:8|za:8,388869,14.9757,56.5218
8ac97a37,014E24C0CD21D2B9829E841D5EC1D3C415F866BF,MGH,138.201.122.55,443,95.059091,,,900038,8.4742,49.4933
marsmellow,014EE24BCBDA160F236B2547A4639B27E303A1E7,MH,62.251.89.74,9001,0.532675,,de:8|ru:8|ua:8,583215,4.8995,52.3824
d0dak,016093EE4BAE9AF473FC0C811A9D10FDAA9CA34B,MH,62.65.106.163,443,1.155635,,fi:16|br:8|ca:8|de:8|il:8|jp:8|ru:8|se:8,2113342,11.967,57.7065
noce,01664D41A81F817A3E71400D6BFD40947AA40AFB,MGH,216.127.173.78,443,6.587038,,us:224|ru:208|fr:104|de:88|it:40|nl:40|ca:32|gb:32|jp:32|es:24|ar:16|at:16|br:16|ch:16|cz:16|fi:16|hk:16|ie:16|pl:16|ua:16|??:8|ae:8|au:8|az:8|bd:8|bg:8|bo:8|cl:8|co:8|dk:8|do:8|ec:8|gh:8|gr:8|hr:8|hu:8|id:8|il:8|in:8|iq:8|ir:8|kr:8|kz:8|lu:8|lv:8|md:8|mk:8|mm:8|mx:8|my:8|ng:8|no:8|nz:8|pe:8|ph:8|pt:8|ro:8|se:8|sg:8|sk:8|sn:8|tn:8|tr:8|tw:8|uy:8,5875509,-97.822,37.751
LastResort,01722A60DC0EAA64D7905AD60A3242C6091E73D1,M,185.112.146.155,9001,0.9458479999999999,,,3546230,-18.0,65.0
CheenaTorExit1,01729F10A81DDD8A92D770B2133082EB56C75E26,MGEH,178.17.170.135,9001,8.211445,,pl:8|ua:8,4486873,28.8574,47.0042
hedden,0173A7A8BA9D32043641B69726D32A9ADFE26D16,MGEH,93.174.93.133,443,7.462184000000001,,cz:8|fi:8|us:8,1561505,4.8975,52.3759
k0nslNET15,017B5E28AB355A49DE6FAA7B12332D3CFB5FE7D4,ME,198.12.66.116,443,25.74848,,,396203,-78.8736,42.8856
StarlightGlimmer,0181B71288CE6D7D57AA7447B9BB0602642CD73B,MGH,51.15.240.157,9001,25.547594,,us:1984|ru:1976|de:1040|fr:744|gb:376|ua:304|nl:264|ca:232|jp:232|in:200|it:200|es:160|br:120|pl:104|md:96|au:88|tw:88|lv:72|se:72|at:64|be:64|ch:64|fi:64|ro:64|il:56|mx:56|no:56|kr:48|ar:40|cz:40|dk:40|hu:40|id:40|sg:40|sk:40|th:40|za:40|??:32|bd:32|by:32|gr:32|hk:32|ie:32|ir:32|lt:32|ae:24|az:24|ba:24|bg:24|cl:24|co:24|my:24|pk:24|pt:24|vn:24|cn:16|dz:16|ec:16|ee:16|rs:16|sa:16|sy:16|tn:16|ve:16|af:8|al:8|am:8|bj:8|bn:8|bz:8|cm:8|cu:8|cw:8|cy:8|do:8|eg:8|et:8|ge:8|gh:8|gp:8|gt:8|hr:8|iq:8|is:8|jm:8|ke:8|kg:8|kh:8|kw:8|ky:8|kz:8|lb:8|li:8|lk:8|lu:8|ly:8|ma:8|me:8|mg:8|mn:8|mt:8|mv:8|mw:8|mz:8|ng:8|np:8|nz:8|om:8|pa:8|pe:8|pf:8|ph:8|pm:8|pr:8|py:8|qa:8|sc:8|si:8|sv:8|tr:8|tt:8|ug:8|uy:8|ye:8|zm:8,1792863,2.3387,48.8582
Unnamed,01981F09AF08EB1EC69F91B31D89B6C76757620A,MH,54.36.112.244,9001,1.065442,,ru:42512|by:15680|ua:776|kz:600|??:256|ee:80|gb:72|cz:40|md:40|kg:24|de:16|mx:16|at:8|be:8|bg:8|ca:8|ch:8|co:8|es:8|fr:8|hk:8|hr:8|il:8|in:8|ir:8|it:8|jp:8|lt:8|lv:8|my:8|nl:8|pl:8|pt:8|th:8|tt:8|tw:8|us:8,6508957,2.3387,48.8582
ProjectTokyo1,019E20E352481BD45A3CE7D6691A10FB531850FB,M,219.106.78.5,9001,1.407702,,lb:16|de:8|jp:8|md:8|ru:8|ua:8|us:8,194523,139.6895,35.6897
PyotrTorpotkinTwo,019FEB22CE04CBD0489B7F24BE038518B64FA223,MGH,142.44.243.133,9001,9.575992,,,9079230,-73.5848,45.4995
ForEdSnowden,01A1D15F9FC67ED05FA2966FF883067ED502CF08,MG,51.15.133.16,9001,3.017322,,ru:240|us:224|de:88|fr:56|gb:56|it:48|nl:48|ua:32|ch:24|es:24|in:24|jp:24|au:16|br:16|ca:16|cz:16|fi:16|il:16|md:16|mx:16|ro:16|??:8|ae:8|ar:8|az:8|ba:8|be:8|ci:8|co:8|dk:8|ee:8|gt:8|hk:8|id:8|iq:8|ir:8|is:8|jm:8|kg:8|kr:8|lk:8|lu:8|ma:8|my:8|ng:8|pa:8|pl:8|pt:8|rs:8|rw:8|se:8|sk:8,191899,2.3387,48.8582
Unnamed,01A5EB328D9E3E96F4B4C01723B27DC34777F43C,MH,185.80.222.105,9001,1.020322,,ru:46872|by:14360|ua:912|kz:800|??:280|ee:40|gb:32|kg:24|cz:16|lv:16|md:16|ar:8|br:8|es:8|fr:8|hu:8|il:8|ir:8|it:8|mx:8|nl:8|ph:8|pl:8|se:8|tw:8|us:8,2168313,4.8975,52.3759
rixtyminutes,01AE2DE314276C82FCCC3603A1C2F3238E6544C9,MGH,149.56.233.142,443,22.498804,,us:2704|ru:2384|de:1296|fr:824|gb:480|ua:424|ca:320|nl:304|it:224|jp:216|au:200|in:192|es:184|br:152|kr:136|md:136|pl:136|fi:120|ch:112|il:112|se:104|ar:88|tw:88|cz:80|id:80|ie:80|ro:80|no:72|at:64|sg:64|be:56|mx:48|??:40|bg:40|dk:40|hu:40|lu:40|my:40|vn:40|az:32|bd:32|cl:32|hk:32|lv:32|nz:32|ph:32|pt:32|th:32|tr:32|za:32|ae:24|bo:24|cn:24|ir:24|kz:24|lt:24|pk:24|qa:24|sk:24|co:16|dz:16|eg:16|gr:16|hr:16|lb:16|ma:16|ng:16|om:16|pa:16|py:16|rs:16|sa:16|af:8|ag:8|al:8|am:8|ao:8|ba:8|bh:8|bi:8|bt:8|by:8|ci:8|cm:8|cr:8|cu:8|cv:8|cw:8|cy:8|do:8|ec:8|ee:8|et:8|fj:8|ga:8|ge:8|gf:8|gh:8|gi:8|gp:8|gt:8|iq:8|is:8|jm:8|ke:8|kg:8|kh:8|kw:8|li:8|lk:8|me:8|mg:8|mn:8|mo:8|mu:8|mz:8|na:8|np:8|pe:8|pr:8|re:8|sc:8|sd:8|si:8|sn:8|sv:8|sy:8|tn:8|tt:8|tz:8|ug:8|uy:8|uz:8|ve:8,2306428,-73.5887,45.5075
Hydra14,01B70C7C497FC8667DB5EB82C40D8F9214D6A484,M,51.15.225.216,9001,2.517276,,,129608,2.3387,48.8582
UEUEUEU,01B8BEF8445F4EBC74B766D110F8A2664C95DB94,M,65.50.203.5,9001,0.207955,,ru:29104|by:10480|ua:632|kz:424|ee:56|bg:32|cz:32|??:24|md:24|kg:16|lt:16|fi:8|fr:8|il:8|mx:8|pl:8|tr:8,7873373,-122.6937,45.4972
da3dalus,01C2DF6BD24025ACC203D73A27AB724DED1CADDD,MH,79.143.191.62,9001,2.1333200000000003,,ru:32|de:24|us:24|es:16|fr:16|jp:16|ar:8|at:8|az:8|be:8|br:8|ca:8|ch:8|co:8|cz:8|dk:8|do:8|dz:8|ec:8|gb:8|gr:8|hk:8|hr:8|hu:8|il:8|in:8|it:8|kz:8|lb:8|lt:8|mx:8|my:8|nl:8|pl:8|se:8|sg:8|si:8|tn:8|tr:8|tw:8|ua:8|vn:8,972148,11.6091,48.1077
Unnamed,01D708B4177DDDD7B9F1A41A3081F330FB8EF038,MH,185.243.112.87,9001,0.7352369999999999,,??:8|ar:8|de:8|fr:8|gr:8|it:8|jp:8|ru:8|ua:8|us:8,2910279,4.8995,52.3824
fuckmedeepintheass,01D82BBB77BC00511F0CB1A10DE4318A8ACA7E40,MGH,79.172.193.32,9001,42.654464,,,20066487,19.05,47.4919
mandatoryretention,01E1C8C449A3B6C1CFE256B00E5CF91DDE3A602F,M,180.214.72.165,9001,2.021376,,,22,153.0196,-27.4719
aerona,01E79D11DAF1B2F522CED15F3304C37656F98C7E,MGH,145.239.72.73,9001,8.426799,,us:840|ru:808|de:416|fr:264|ua:184|gb:144|nl:128|ca:120|jp:120|in:112|it:80|ch:72|es:72|au:64|pl:56|br:48|md:48|se:48|??:40|fi:40|mx:40|at:32|be:32|bg:32|cz:32|kr:32|tw:32|ar:24|hk:24|ie:24|ro:24|tr:24|ve:24|az:16|bd:16|co:16|hr:16|id:16|il:16|ke:16|lu:16|lv:16|my:16|no:16|nz:16|om:16|pt:16|sg:16|si:16|sk:16|vn:16|ae:8|ba:8|bn:8|bo:8|bs:8|by:8|ci:8|cl:8|cm:8|cn:8|cy:8|dk:8|do:8|ec:8|ee:8|eg:8|gh:8|gr:8|hu:8|iq:8|ir:8|is:8|jo:8|kh:8|kw:8|kz:8|lt:8|ly:8|ma:8|me:8|mu:8|ng:8|np:8|pa:8|pe:8|ph:8|pk:8|pr:8|ps:8|re:8|rs:8|sa:8|sr:8|sy:8|sz:8|tn:8|tt:8|za:8,6228132,21.0362,52.2394
kr3pper4,01F4BF8FB4350A690F221E3A83F53037836FE013,M,83.78.71.16,9004,36.048896,,,64867,7.6011,47.4702
daskapital,01FE2137C42E4802507A1FD97B0158116FD78A8C,MG,85.214.141.131,443,16.950272000000002,us:2280|ru:1968|de:1088|fr:576|in:496|gb:376|ua:328|nl:288|it:264|es:248|jp:248|pl:232|ca:216|br:200|ar:120|au:112|id:112|mx:112|ch:88|il:88|cz:80|fi:72|se:72|at:64|ae:56|bd:56|be:56|gr:56|kr:56|vn:56|bg:48|by:48|hu:48|my:48|pk:48|ro:48|sg:48|tw:48|az:40|cl:40|co:40|dk:40|ie:40|no:40|th:40|ve:40|za:40|dz:32|kz:32|lt:32|ph:32|pt:32|rs:32|sa:32|tr:32|bi:24|cy:24|eg:24|hk:24|hr:24|ir:24|lk:24|lu:24|ma:24|md:24|nz:24|sk:24|ec:16|et:16|gh:16|iq:16|kw:16|lv:16|ng:16|np:16|si:16|tn:16|??:8|af:8|al:8|am:8|ao:8|ba:8|bf:8|bh:8|bj:8|bm:8|bn:8|bo:8|bs:8|ci:8|cm:8|cn:8|cr:8|cu:8|cw:8|do:8|ee:8|ge:8|gf:8|gp:8|gt:8|hn:8|is:8|jm:8|jo:8|ke:8|kg:8|kh:8|ky:8|la:8|lb:8|lc:8|ly:8|mg:8|mh:8|mk:8|mm:8|mq:8|mr:8|mt:8|mu:8|mv:8|mw:8|na:8|om:8|pa:8|pe:8|pg:8|pr:8|ps:8|py:8|qa:8|re:8|rw:8|sc:8|sd:8|sn:8|so:8|sv:8|sy:8|tg:8|tj:8|tt:8|tz:8|ug:8|uy:8|uz:8|vi:8|ye:8|zm:8|zw:8,ru:1464|us:1304|de:840|fr:424|ua:280|gb:264|jp:184|in:176|nl:176|it:168|ca:152|es:152|md:112|br:96|il:88|fi:80|pl:80|tw:80|au:72|ch:72|id:56|kr:56|mx:56|no:56|ae:48|ar:48|at:48|cz:48|se:48|sg:48|ie:40|nz:40|??:32|cl:32|dk:32|gr:32|lt:32|my:32|bd:24|bg:24|by:24|co:24|eg:24|hk:24|lv:24|pk:24|ro:24|vn:24|za:24|az:16|be:16|cm:16|cn:16|dz:16|hr:16|hu:16|ir:16|kz:16|lk:16|lu:16|ma:16|ng:16|pt:16|rs:16|sk:16|th:16|tr:16|tz:16|ve:16|al:8|am:8|ao:8|ba:8|bh:8|bi:8|bm:8|bo:8|bs:8|ci:8|cr:8|cu:8|cy:8|do:8|ec:8|ee:8|et:8|ge:8|gh:8|gt:8|iq:8|is:8|ke:8|kh:8|kw:8|lb:8|mg:8|mh:8|mk:8|mq:8|na:8|np:8|pa:8|pg:8|ph:8|ps:8|qa:8|re:8|rw:8|sa:8|si:8|sn:8|sv:8|sy:8|tj:8|tn:8|tt:8|ug:8|uy:8|uz:8|vi:8|ye:8,12,9.491,51.2993
conquerorworm2,02097337D85AC91ACC2B5E691E4471F40F54A989,MGEH,178.17.171.29,443,9.765302,,fi:16|us:8,805869,28.8574,47.0042
