Name,Fingerprint,Flags,IP,OrPort,ObservedBW,GuardClients,DirClients,Uptime,Longitude,Latitude)
technofobe,00962D2DD0B9BF3A6AF1D5EB201132388ACA1424,MH,5.189.155.39,9001,1.1159059999999998,us:1976|de:1736|in:592|nl:384|fr:376|ir:328|gb:288|ca:216|br:176|pl:176|se:176|fi:152|it:152|es:136|ru:128|ch:120|au:104|jp:104|lu:104|ro:88|ua:80|sg:72|at:64|bg:64|kr:64|md:64|mx:56|tr:56|vn:56|za:56|cz:48|dk:48|hk:48|no:48|hu:40|id:40|il:40|is:40|pk:40|sa:40|ar:32|be:32|ie:32|my:32|pt:32|ae:24|ap:24|cl:24|co:24|ee:24|gr:24|hr:24|lt:24|lv:24|ng:24|nz:24|pe:24|ph:24|sk:24|tw:24|bd:16|dz:16|et:16|ke:16|kz:16|lk:16|ma:16|rs:16|th:16|af:8|ag:8|al:8|ao:8|az:8|ba:8|bf:8|bh:8|bj:8|bn:8|bo:8|bw:8|by:8|cd:8|cg:8|ci:8|cm:8|cr:8|cy:8|do:8|ec:8|eu:8|ga:8|ge:8|gh:8|gi:8|gl:8|gn:8|gp:8|gt:8|hn:8|ht:8|iq:8|jo:8|kg:8|kh:8|kw:8|lb:8|me:8|mg:8|mk:8|mm:8|mr:8|mt:8|mu:8|mw:8|mz:8|nf:8|ni:8|np:8|om:8|pa:8|pr:8|py:8|qa:8|re:8|rw:8|si:8|sn:8|ss:8|sv:8|tl:8|tn:8|tt:8|tz:8|ug:8|uy:8|uz:8|ve:8|ye:8|zm:8,de:5760|us:1648|fi:464|in:384|gb:136|ua:136|it:104|nl:104|fr:96|jp:96|br:88|il:88|ir:88|ca:64|ch:64|lt:56|es:48|au:40|mx:40|ro:40|kr:32|pl:32|ru:32|tr:32|pk:24|se:24|sg:24|vn:24|ae:16|ap:16|ar:16|be:16|dz:16|hk:16|id:16|ie:16|kz:16|ma:16|my:16|ng:16|pt:16|sa:16|za:16|af:8|ag:8|at:8|az:8|ba:8|bd:8|bg:8|bh:8|bn:8|bo:8|by:8|cg:8|ci:8|cl:8|cm:8|co:8|cr:8|cz:8|dk:8|do:8|ec:8|ee:8|et:8|ga:8|gh:8|gi:8|gn:8|gr:8|gt:8|hn:8|hr:8|hu:8|iq:8|is:8|jo:8|ke:8|kg:8|kw:8|lk:8|md:8|me:8|mk:8|mr:8|no:8|np:8|nz:8|om:8|pa:8|pe:8|ph:8|pr:8|py:8|qa:8|re:8|rs:8|sk:8|th:8|tl:8|tn:8|tt:8|tw:8|tz:8|ug:8|uy:8|uz:8|ve:8|zm:8,972138,11.1617,49.405
NTH22R4,009EF5F8572D671AFCBBAD65998BA35B50EE04BC,ME,192.42.116.174,9003,12.649861999999999,,,712934,4.8995,52.3824
artikel10buc27,00A13056C61CE4C535A64D0207C6DD95771E1033,ME,185.100.85.22,9003,8.747916,,,1335298,26.166,44.4152
prsv,00A6A93590D93B236DA84A44305DE7084326095D,MGE,2.57.122.58,9000,8.032256,,,2,24.997,45.9968
Susanoo,00AA0D8C76F8D1490BF88A0584378F3FEF57EDCC,MG,82.165.10.162,443,11.042816,,,3,-3.684,40.4172
NTH30R8,00BD33C25A006BA95103D3E8043FA7EF1E2BCA6C,ME,192.42.116.182,9007,16.043293,,,712827,4.8995,52.3824
Bilgewater,00BE6BF1BF8B90940B458C7CA618134F9F0044AF,M,46.226.107.100,9001,6.958392,,ru:8,324034,2.3387,48.8582
l25,00C4B91374AC790CB2F3865D2F36F62DF27F0A0F,M,185.66.141.125,9001,0.672768,,,196761,-88.7465,17.2528
bauruine,00CC3A3D92C33E171BBDAEACC4601173BFA24150,MGEH,45.134.225.36,443,15.669167999999999,us:4624|de:1584|tw:768|fr:744|uz:712|ir:608|kz:512|nl:472|jp:408|hk:392|kr:336|ca:320|gb:304|pl:280|id:256|ch:240|se:232|be:192|es:192|fi:192|au:168|kg:168|mx:160|at:144|hu:144|eg:136|ro:136|cz:128|pk:120|it:112|ru:112|th:112|tj:112|lu:104|dk:96|sg:96|ua:96|ph:88|bg:80|ng:80|ve:80|gt:72|in:72|nz:72|sy:72|tr:72|vn:72|ye:72|bo:64|br:64|md:64|af:56|bd:56|no:56|is:48|am:40|by:40|dz:40|lt:40|lv:40|my:40|pe:40|sk:40|az:32|co:32|ee:32|gr:32|za:32|al:24|ar:24|hr:24|ie:24|il:24|mo:24|pt:24|rs:24|ae:16|ba:16|cl:16|cr:16|ge:16|ke:16|lk:16|ni:16|sa:16|si:16|tn:16|ad:8|ao:8|ap:8|bh:8|bj:8|bn:8|bs:8|bw:8|bz:8|ci:8|cm:8|cu:8|cv:8|cw:8|cy:8|do:8|ec:8|et:8|eu:8|gf:8|gh:8|gl:8|gp:8|gy:8|hn:8|iq:8|jo:8|kh:8|kp:8|kw:8|la:8|lc:8|li:8|ly:8|ma:8|mc:8|mf:8|mg:8|mk:8|mm:8|mn:8|mr:8|mt:8|mu:8|mv:8|mw:8|mz:8|na:8|nc:8|np:8|om:8|pa:8|pg:8|pm:8|pr:8|ps:8|py:8|qa:8|re:8|sd:8|sn:8|sr:8|sv:8|sz:8|tg:8|tm:8|tz:8|ug:8|uy:8|zw:8,de:96|us:80|tw:64|th:40|ca:32|gb:24|ir:24|br:16|fi:16|fr:16|ap:8|au:8|bd:8|bg:8|bs:8|by:8|ch:8|cl:8|cy:8|cz:8|dz:8|es:8|gr:8|hk:8|hr:8|id:8|ie:8|in:8|iq:8|it:8|jp:8|kh:8|kr:8|mg:8|mm:8|mx:8|my:8|nl:8|no:8|pg:8|pk:8|pl:8|ro:8|rs:8|ru:8|sa:8|se:8|sg:8|tr:8|ua:8|vn:8|ye:8,825014,9.491,51.2993
effiorg1984,00CCE6A84E6D63A1A42E105839BC8ED5D4B16669,MGEH,89.236.112.100,443,11.634540999999999,,us:1336|de:208|in:200|fr:120|gb:112|ua:96|il:88|jp:80|lt:72|ca:64|fi:64|it:64|br:56|ie:56|nl:56|ir:48|ch:40|es:40|kr:40|au:32|ro:32|se:32|vn:32|id:24|pl:24|ru:24|tr:24|ar:16|at:16|be:16|hu:16|mx:16|pk:16|sg:16|za:16|??:8|ae:8|al:8|am:8|ap:8|az:8|ba:8|bd:8|bf:8|bg:8|bj:8|bo:8|by:8|ci:8|cl:8|co:8|cr:8|cu:8|cz:8|dk:8|do:8|dz:8|ec:8|ee:8|et:8|eu:8|ge:8|gh:8|gr:8|hk:8|hn:8|hr:8|iq:8|jo:8|ke:8|kw:8|kz:8|lb:8|lk:8|lr:8|lu:8|lv:8|ly:8|ma:8|md:8|mg:8|mn:8|mt:8|my:8|nc:8|ng:8|no:8|np:8|nz:8|pa:8|pe:8|ph:8|pt:8|py:8|qa:8|re:8|rs:8|rw:8|sd:8|sk:8|th:8|tn:8|tz:8|uy:8|uz:8|ve:8|zw:8,2318651,25.7467,62.2406
ande,00CF21B2CC62CCBE9CB61D3F2DC38A9ECF98777F,MH,64.176.10.122,443,1.849616,,at:8|bo:8|br:8|ca:8|cl:8|de:8|fi:8|in:8|us:8,907269,-70.6536,-33.4521
tried,00D2CE3C2153EA09786F2105F26B138CF759424F,MGH,107.155.81.178,443,42.751989,,,2408552,-96.8704,32.8137
ChumBucket,00DA4A3852EA5EF6841B8B4372DB0EFD3AB0BE92,MGH,5.9.56.249,4080,35.311054,,,4204857,8.7046,50.6165
Quintex55,00DCAEAE3E54C32809E7F7CC4BF2A6FC68FC552F,ME,199.249.230.144,443,8.000512,,us:208|tw:72|th:56|it:48|ca:32|de:32|ir:24|br:16|fr:16|gb:16|kr:16|am:8|at:8|au:8|bd:8|bo:8|ch:8|cz:8|dk:8|dz:8|ec:8|es:8|fi:8|ge:8|hk:8|id:8|ie:8|in:8|jp:8|kg:8|lt:8|lv:8|ly:8|ma:8|my:8|ng:8|nl:8|no:8|ph:8|pk:8|pl:8|pt:8|qa:8|ru:8|se:8|sg:8|sk:8|tn:8|tr:8|za:8,129619,-97.822,37.751
dragonhoard,00E1649E69FF91D7F01E74A5E62EF14F7D9915E4,MGH,116.203.50.182,8080,10.256075000000001,,,1015298,6.6016,51.3413
overhoop,00E810DD83D1B76D12ED69BC2D3FEBD79F800378,MGH,51.222.31.141,443,18.521466,,de:8280|us:1512|fi:736|in:416|nl:272|id:224|fr:208|gb:200|it:200|ir:192|vn:160|ca:152|jp:144|tr:144|es:136|lt:128|ru:120|ua:112|ch:96|pl:96|br:88|be:80|kr:80|se:80|bd:72|th:72|co:64|cz:64|mx:64|au:56|hu:56|lv:56|ph:56|ar:48|kz:48|no:48|ro:48|dz:40|gr:40|il:40|jo:40|ma:40|sk:40|za:40|ae:32|at:32|hk:32|kh:32|nz:32|bg:24|cl:24|cu:24|ec:24|iq:24|ke:24|pe:24|pk:24|re:24|rs:24|tn:24|al:16|ap:16|dk:16|eg:16|et:16|eu:16|ie:16|md:16|my:16|ps:16|sa:16|sg:16|si:16|tw:16|ve:16|??:8|am:8|ao:8|bb:8|bh:8|bj:8|bo:8|bs:8|cg:8|ci:8|cr:8|do:8|ee:8|ge:8|gh:8|ht:8|is:8|kw:8|lb:8|lc:8|lk:8|ly:8|me:8|mk:8|mm:8|mq:8|mu:8|mv:8|ng:8|ni:8|np:8|om:8|pt:8|py:8|qa:8|rw:8|sc:8|sn:8|sv:8|sy:8|tj:8|uz:8,2613640,-73.5848,45.4995
Quintex85,00EB3A12C77E70F19F66A7BBD094D62969AF350D,MGE,199.249.230.174,443,7.657471999999999,,us:336|jp:120|fr:48|in:32|au:16|de:16|il:16|ap:8|br:8|ca:8|ci:8|gb:8|ge:8|gr:8|hk:8|iq:8|ir:8|kr:8|lt:8|mx:8|ng:8|pk:8|pl:8|pt:8|ro:8|ru:8|sg:8|tr:8|ua:8|ug:8|uy:8,129613,-97.822,37.751
puppetshow,00EEFC60C571929282A0FEBB909D5893BE03787C,MGH,131.153.152.170,443,51.958877,,,987656,-97.822,37.751
Cadelanne,00F0586A35B4FF15F3F1F77A8A6DAC9C6EDC4724,M,108.41.120.103,9004,10.681344,,de:72|ru:64|us:48|fi:32|ap:8|br:8|ca:8|ch:8|dk:8|es:8|fr:8|gb:8|id:8|ie:8|il:8|it:8|jp:8|kz:8|lt:8|me:8|mk:8|mx:8|nl:8|pl:8|rs:8|se:8|sg:8|ua:8|vn:8,129721,-73.7463,40.7196
IBDUUIBAD,00F1F247B391B84CB6C221720BCBFC0DFDB91117,MGH,212.227.74.176,9001,33.485504999999996,,de:16088|us:2272|fi:1000|fr:544|nl:472|in:392|ir:376|gb:368|it:280|es:264|tr:264|ru:240|mx:216|br:208|id:192|ca:184|jp:184|lt:184|au:176|ch:168|bd:152|pl:128|se:128|ua:128|pk:104|th:104|kr:96|bg:88|vn:88|pt:80|ro:80|at:72|tw:72|gr:64|ph:64|ar:56|co:56|cz:56|il:56|jo:48|sg:48|ap:40|cl:40|hu:40|kz:40|no:40|pe:40|qa:40|sa:40|do:32|ie:32|ma:32|ng:32|np:32|za:32|ae:24|be:24|dk:24|dz:24|ec:24|ge:24|ke:24|lv:24|my:24|rs:24|by:16|cr:16|cy:16|ee:16|eg:16|eu:16|gh:16|hk:16|hr:16|kw:16|lb:16|lk:16|lu:16|md:16|mn:16|mt:16|nz:16|om:16|pr:16|rw:16|si:16|sk:16|sy:16|tn:16|ug:16|ve:16|al:8|am:8|ao:8|ba:8|bf:8|bh:8|bo:8|bz:8|ci:8|cm:8|cu:8|cw:8|et:8|gl:8|gt:8|gy:8|iq:8|is:8|kg:8|kh:8|la:8|ly:8|mk:8|mm:8|mu:8|mw:8|ni:8|pa:8|ps:8|sn:8|sv:8|tg:8|tt:8|uy:8|uz:8|zm:8|zw:8,1731681,9.491,51.2993
NTH20R3,00FB85B65AC2F460CD46A3B6E5639821E3F52048,ME,192.42.116.217,9002,13.703254999999999,,,712935,4.8995,52.3824
DigiGesTor1e1,0111BA9B604669E636FFD5B503F382A4B7AD6E80,MGEH,185.195.71.244,443,20.453457999999998,,de:304|us:72|at:16|ch:16|cz:16|es:16|se:16|al:8|ap:8|ar:8|bd:8|ca:8|co:8|cy:8|dz:8|fi:8|fr:8|hu:8|it:8|jp:8|lv:8|mv:8|no:8|ph:8|pk:8|pl:8|ru:8|sg:8|sk:8|tr:8,1749969,8.1551,47.1449
motauri,01181B31BE5860C7D66DA88F88AD522C06470FD9,MEH,95.143.193.125,443,1.172358,,dz:16|bd:8|co:8|id:8|ke:8|kh:8|ph:8|pk:8|pl:8|ro:8|ru:8|za:8,1767799,17.1011,61.7134
bang1,0136696B025AC5503847D736FE9F3D65EB27A596,MH,134.209.159.74,443,4.681504,,us:1520|de:264|in:256|ua:88|gb:80|ca:72|fr:56|kr:56|br:48|jp:48|es:40|id:40|it:32|nl:32|pk:32|au:24|fi:24|ph:24|se:24|sg:24|tr:24|ap:16|at:16|bd:16|ch:16|ie:16|mx:16|np:16|pl:16|ro:16|ae:8|af:8|al:8|ar:8|aw:8|be:8|bg:8|bo:8|bw:8|by:8|ci:8|cl:8|co:8|cz:8|dk:8|do:8|dz:8|ee:8|ga:8|ge:8|gh:8|gr:8|gy:8|hk:8|hn:8|hr:8|hu:8|iq:8|is:8|jo:8|ke:8|kw:8|kz:8|lk:8|lt:8|lu:8|lv:8|ly:8|ma:8|me:8|mm:8|my:8|nf:8|ng:8|ni:8|no:8|nz:8|pe:8|pg:8|pt:8|py:8|qa:8|re:8|rs:8|ru:8|sk:8|so:8|th:8|tn:8|tt:8|tw:8|tz:8|ug:8|uy:8|uz:8|ve:8|vn:8|ye:8|za:8,2599432,77.5855,12.9634
relayon0153,0138DDE95A04DF80DAF96111C93051BBBB6BF0A2,ME,185.220.101.153,10153,17.741838,,,4546856,13.1207,52.6171
b0rken,013ABAED8F4CDB677BE0B5212E4B2583B86035EE,MGH,45.129.182.225,443,32.859062,,de:15200|us:2464|fi:1104|nl:656|in:632|fr:384|gb:344|ca:320|id:312|it:280|ir:256|ch:192|tr:192|es:184|lt:160|se:160|jp:144|ua:144|mx:136|pl:136|br:128|vn:120|bd:112|au:104|ma:96|cz:88|ru:88|bg:80|il:80|co:72|kr:72|ph:72|be:64|ie:64|pk:64|ar:48|dk:48|gr:48|jo:48|my:48|no:48|pt:48|ae:40|at:40|hu:40|ro:40|rs:40|sa:40|th:40|tw:40|cl:32|hk:32|kz:32|md:32|pe:32|sg:32|tn:32|za:32|al:24|bh:24|by:24|dz:24|eu:24|ge:24|hr:24|iq:24|lk:24|si:24|ve:24|am:16|ap:16|bo:16|do:16|ec:16|ke:16|lv:16|mm:16|mu:16|ng:16|om:16|py:16|sn:16|tz:16|ye:16|ad:8|ao:8|az:8|ba:8|bj:8|bq:8|bw:8|cg:8|cm:8|cr:8|cu:8|ee:8|et:8|gf:8|gh:8|gt:8|gy:8|hn:8|io:8|is:8|kg:8|kh:8|kw:8|la:8|lb:8|lc:8|li:8|lu:8|ly:8|mc:8|mk:8|mr:8|mt:8|mz:8|ne:8|ni:8|np:8|pa:8|pf:8|qa:8|re:8|sk:8|sv:8|sy:8|tt:8|ug:8|uy:8|uz:8|zm:8|zw:8,1732046,11.0191,49.4423
ThePearl,013AD81926572519EBCB7048E78462B5E9F1319D,MGH,37.114.35.73,9001,15.327105,,de:10264|us:1152|fi:640|nl:304|in:296|ir:296|ru:192|fr:184|ca:144|br:136|cn:136|jp:136|it:128|tr:104|es:96|id:96|ch:88|bd:80|gb:80|lt:80|pk:72|ar:64|at:64|pl:64|ua:64|au:56|cz:56|kr:56|ro:56|se:56|be:48|jo:48|ma:48|vn:48|bg:40|mx:40|rs:40|th:40|tw:40|pt:32|sn:32|ae:24|ap:24|cl:24|co:24|do:24|dz:24|hr:24|kz:24|lv:24|ph:24|sa:24|uz:24|ec:16|eu:16|gr:16|hk:16|hu:16|ke:16|la:16|na:16|np:16|pe:16|pr:16|sg:16|tn:16|ve:16|zm:16|al:8|ao:8|az:8|ba:8|bh:8|bo:8|cd:8|cw:8|dk:8|eg:8|et:8|ge:8|gh:8|ie:8|il:8|iq:8|is:8|jm:8|kh:8|kp:8|kw:8|lk:8|md:8|mk:8|mn:8|mv:8|my:8|mz:8|ng:8|no:8|nz:8|ps:8|py:8|qa:8|rw:8|si:8|sk:8|sv:8|tg:8|tz:8|uy:8|za:8,1166472,6.0563,50.8897
cozybeardev,014326416058DCFD0965167026CBEF647409A000,MGE,5.42.66.6,443,9.892864,,,63666,37.6068,55.7386
bauruine,0145977CF1D2D4AAF98907BF81DAAD8480EFC3FD,MGEH,78.142.18.219,444,16.025532,us:2784|de:1224|uz:672|ir:528|kz:504|fr:488|tw:408|nl:360|hk:248|id:248|gb:208|jp:208|kr:200|ca:184|pl:176|ch:168|se:168|fi:160|kg:160|eg:136|es:136|be:120|at:112|pk:112|au:104|mx:104|ro:104|cz:96|ru:96|th:96|tj:96|gt:88|hu:88|lu:88|it:80|ve:80|ng:72|sg:72|ye:72|bg:64|bo:64|dk:64|ph:64|sy:64|ua:64|vn:64|md:56|af:48|pe:48|tr:48|bd:40|in:40|is:40|no:40|nz:40|az:32|by:32|dz:32|ee:32|lt:32|my:32|am:24|br:24|co:24|gr:24|ie:24|lv:24|pt:24|sk:24|za:24|ae:16|al:16|ar:16|cl:16|ge:16|hr:16|il:16|ni:16|si:16|tg:16|tn:16|ad:8|ao:8|ap:8|ba:8|bh:8|bj:8|bs:8|bz:8|cg:8|cm:8|cr:8|cu:8|cw:8|cy:8|do:8|ec:8|et:8|eu:8|gh:8|gl:8|gp:8|gy:8|hn:8|iq:8|jm:8|jo:8|ke:8|kh:8|kp:8|la:8|lb:8|lc:8|lk:8|ly:8|mc:8|mf:8|mg:8|mk:8|mm:8|mn:8|mo:8|mt:8|mu:8|na:8|nc:8|np:8|om:8|pg:8|pm:8|pr:8|ps:8|py:8|qa:8|re:8|rs:8|sa:8|sn:8|sv:8|tm:8|tt:8|tz:8|ug:8|uy:8|zw:8,fi:8,1707325,23.332,42.696
idideditheconfig,0147F80CD71BACAFAE92FCBCF48D8D1B6661B82C,MH,88.150.106.18,9001,2.225518,,de:56|ee:8|fi:8|it:8|ru:8|sg:8|th:8|us:8,972243,11.6259,52.134
prsv,014B673F5342F70F7C5CADC15A8C86CBA6D1608C,MGE,2.57.122.246,9300,8.982528,,us:24|cz:16|al:8|de:8|fi:8|gb:8|ge:8|hu:8|id:8|iq:8|ir:8|it:8|jp:8|pe:8|sk:8|tr:8|ua:8,33671,24.997,45.9968
insist,014BD09636373B78CC28BA70E36C7190E3DE236A,M,31.44.229.225,993,10.892288,,,5,14.8124,56.8746
marsmellow,014EE24BCBDA160F236B2547A4639B27E303A1E7,M,20.224.145.181,443,1.0983040000000002,,,741682,4.8975,52.3759
Enlil,014FE795715E0B03DF1165AB9F6AFEC24EC7D079,MG,195.20.255.173,443,13.241344,,,7,-0.1224,51.4964
ForetNoire,016EF8E22BEEA81F30535974EC31B6943697CA8B,MH,5.135.182.131,9001,4.754897,,us:32|de:16|ap:8|ar:8|at:8|au:8|be:8|bo:8|br:8|by:8|ca:8|cl:8|cm:8|co:8|cz:8|dz:8|eg:8|es:8|fi:8|fr:8|gb:8|hk:8|ht:8|id:8|ie:8|il:8|in:8|ir:8|it:8|jp:8|kh:8|kr:8|lk:8|mg:8|mx:8|ng:8|nl:8|ph:8|pk:8|ru:8|se:8|sv:8|tw:8|tz:8|ua:8|ve:8,4350461,2.3387,48.8582
Bigdaddy,017B08CC163424CD6ABA4ADD4042B4174D494732,M,185.21.217.32,10042,22.060273000000002,,,10087313,-0.1224,51.4964
unnerve0909,01870F782E458F124563328DB57EB82F4475BDE0,MGH,81.173.179.43,9001,4.803635,,de:3816|fi:160|us:120|in:24|ir:16|it:16|nl:16|pl:16|ru:16|ar:8|az:8|bd:8|ca:8|ch:8|cn:8|cz:8|es:8|fr:8|gb:8|hr:8|id:8|il:8|kr:8|kz:8|lk:8|lt:8|ly:8|ma:8|np:8|pe:8|pk:8|qa:8|se:8|sg:8|tr:8|tw:8|ua:8|ve:8,842478,6.8882,50.9178
roomformushroom,01900B2CF00B459C08063028593FB6AA8ABB79E8,MGH,144.217.32.158,9001,41.697836,,de:21424|us:3512|fi:1504|ru:840|in:656|nl:656|gb:456|it:432|fr:400|br:384|ca:336|es:328|id:264|ch:216|tr:200|mx:184|au:176|lt:176|ua:176|cz:168|bd:144|vn:144|jp:128|pl:128|ar:120|pk:120|kr:112|co:96|th:96|pe:88|ph:88|ec:80|se:80|cl:64|ie:64|tw:64|ae:56|at:56|dz:56|gr:56|il:56|za:56|hr:48|np:48|ro:48|sk:48|ap:40|be:40|hu:40|jo:40|lv:40|my:40|rs:40|sg:40|sv:40|bg:32|dk:32|do:32|ir:32|ma:32|mk:32|no:32|nz:32|sa:32|si:32|ve:32|ba:24|by:24|cr:24|eg:24|ge:24|gn:24|hk:24|iq:24|is:24|ke:24|kz:24|lk:24|ng:24|pt:24|qa:24|tn:24|al:16|am:16|az:16|bo:16|et:16|eu:16|kh:16|ly:16|mt:16|ps:16|tg:16|tj:16|ug:16|uz:16|??:8|ag:8|ao:8|bb:8|bh:8|bi:8|bj:8|bs:8|bw:8|bz:8|ci:8|cm:8|cu:8|cy:8|ee:8|gh:8|gt:8|gy:8|kg:8|kw:8|lb:8|md:8|me:8|mm:8|mn:8|mo:8|mu:8|nc:8|ne:8|ni:8|om:8|pa:8|py:8|rw:8|sn:8|so:8|sr:8|sy:8|tt:8|uy:8|ye:8|zw:8,5097629,-73.8741,45.322
