Name,Fingerprint,Flags,IP,OrPort,ObservedBW,GuardClients,DirClients,Uptime,Longitude,Latitude)
kelly,00658F71EC89799AA49779EEE9236F4F21F1FE7D,M,148.251.229.164,443,26.10726,,nl:11856|fr:10504|us:3936|de:1184|ru:576|jp:472|es:464|it:432|pl:296|gb:264|ca:240|br:200|ar:176|ua:152|tw:144|be:104|in:96|ae:88|bg:88|mx:80|at:72|se:72|au:64|ch:64|gr:64|cz:56|il:56|pt:56|th:56|ve:56|my:48|vn:48|sa:40|sk:40|cl:32|co:32|hu:32|id:32|ie:32|ph:32|ro:32|sg:32|za:32|fi:24|hk:24|hr:24|no:24|rs:24|si:24|??:16|dk:16|dz:16|ec:16|ir:16|kw:16|lt:16|lv:16|nz:16|pe:16|uy:16|al:8|am:8|az:8|ba:8|bb:8|bd:8|bf:8|bn:8|bo:8|bq:8|bs:8|by:8|bz:8|cd:8|ci:8|cr:8|cy:8|do:8|ee:8|eg:8|et:8|fo:8|ge:8|gg:8|gh:8|gp:8|gt:8|gu:8|hn:8|im:8|is:8|jm:8|jo:8|kh:8|kr:8|kz:8|la:8|lb:8|lk:8|lu:8|ma:8|mc:8|md:8|me:8|mg:8|mk:8|mq:8|mr:8|mt:8|mu:8|mv:8|nc:8|ng:8|om:8|pa:8|pk:8|pr:8|py:8|qa:8|re:8|sd:8|sm:8|sn:8|sv:8|sy:8|tn:8|tr:8|tt:8|tz:8|uz:8,1465377,9.491,51.2993
GrazieMille,006ABA116A13127583EA369B1E4FB3AB824FD71F,MH,217.61.125.128,443,0.6347160000000001,,nl:208|us:208|fr:48|de:16|ru:16|ua:16|ar:8|at:8|bg:8|br:8|ca:8|ch:8|cl:8|cw:8|cz:8|dz:8|ee:8|eg:8|es:8|gb:8|ge:8|gp:8|gr:8|hk:8|hr:8|hu:8|id:8|ie:8|il:8|in:8|it:8|jp:8|mx:8|my:8|nc:8|nz:8|pl:8|pt:8|rs:8|se:8|si:8|sk:8|th:8|tr:8|tw:8|ve:8,2947459,11.8783,43.4631
VeespRU2,0074ECA82BD58B8BB1909C9C4F237FD9779B23FC,MG,185.22.172.237,443,10.752,,de:17016|ae:3360|us:1592|nl:1424|fr:1376|ru:568|gb:280|ua:232|md:168|ca:128|es:104|jp:96|br:88|in:88|au:64|it:64|pl:64|fi:48|il:48|ch:40|se:40|vn:40|ar:32|at:32|bg:32|ir:32|kr:32|tw:32|co:24|ie:24|sk:24|th:24|by:16|cl:16|cz:16|dk:16|do:16|hk:16|iq:16|lt:16|my:16|pe:16|ph:16|pk:16|pt:16|sg:16|??:8|af:8|am:8|ba:8|bd:8|be:8|bf:8|bh:8|bn:8|bo:8|cn:8|cy:8|dz:8|ec:8|ee:8|fo:8|ge:8|gf:8|gr:8|gt:8|hr:8|hu:8|id:8|im:8|is:8|ke:8|kg:8|kh:8|kw:8|kz:8|lb:8|lk:8|lu:8|lv:8|ly:8|ma:8|mm:8|mv:8|mx:8|ng:8|no:8|np:8|nz:8|pa:8|pr:8|py:8|qa:8|ro:8|rs:8|sa:8|sc:8|sd:8|si:8|so:8|sv:8|sy:8|tr:8|tt:8|uy:8|uz:8|ve:8|ye:8|za:8,59,30.2618,59.8983
Quintex13,0077BCBA7244DB3E6A5ED2746E86170066684887,ME,199.249.223.62,443,7.517377000000001,,no:8|ua:8|us:8,770929,-97.822,37.751
Unnamed,0086465FE8958ED09211AB4C86FF0468E3E722C8,MH,82.118.242.169,21384,1.2806099999999998,,nl:448|fr:352|us:144|de:56|ca:24|es:24|it:24|jp:24|ru:16|ua:16|ae:8|ar:8|at:8|au:8|be:8|bf:8|bg:8|br:8|ch:8|co:8|cz:8|dk:8|gb:8|ge:8|gr:8|gt:8|hr:8|hu:8|in:8|kz:8|lt:8|ma:8|mu:8|mx:8|my:8|ng:8|no:8|pl:8|pr:8|ro:8|sa:8|se:8|sk:8|sr:8|th:8|tw:8|uy:8|za:8,2343921,23.332,42.696
powertoyou,008BA88BC5CFCAD64B58386E13883371F817E1C2,M,2.137.22.53,9001,8.749015,,nl:3720|us:3272|fr:800|de:392|ru:216|es:176|jp:136|it:128|gb:120|pl:88|ar:72|ca:72|ua:64|br:48|tw:48|au:32|be:32|cz:32|at:24|bg:24|by:24|ch:24|gr:24|hu:24|in:24|mx:24|pt:24|se:24|co:16|dk:16|fi:16|hk:16|hr:16|il:16|kw:16|my:16|pe:16|sa:16|sg:16|th:16|ve:16|vn:16|??:8|ae:8|am:8|az:8|ba:8|bd:8|bo:8|cl:8|cr:8|cv:8|cw:8|cy:8|do:8|ec:8|ee:8|et:8|gf:8|gp:8|hn:8|id:8|ie:8|im:8|iq:8|ir:8|jo:8|kg:8|kr:8|kz:8|lb:8|lk:8|lt:8|lu:8|lv:8|ma:8|mc:8|ng:8|no:8|nz:8|ph:8|pk:8|ps:8|py:8|qa:8|re:8|ro:8|rs:8|si:8|sk:8|sn:8|sv:8|sy:8|tg:8|tj:8|tn:8|tr:8|tt:8|uy:8|za:8,232492,-16.7407,28.1315
jactr,009851DF933754B00DDE876FCE4088CE1B4940C1,M,84.40.112.70,9001,0.823812,,nl:176|fr:136|us:48|de:24|es:16|ua:16|ar:8|au:8|be:8|br:8|ca:8|ch:8|cl:8|co:8|cy:8|cz:8|eg:8|fi:8|gb:8|gr:8|hk:8|hr:8|il:8|in:8|it:8|jp:8|kw:8|lt:8|mx:8|pl:8|pt:8|ro:8|ru:8|se:8|tr:8|tw:8|ve:8|za:8,569354,23.325,42.6951
Testihomma,00A6BBAB8216B89C472A2208F9F0D23D5492C89D,M,84.240.124.120,9001,0.664149,,nl:120|fr:104|us:32|de:16|ru:16|ar:8|at:8|be:8|bg:8|bo:8|br:8|ca:8|ch:8|es:8|gb:8|gh:8|gr:8|hu:8|it:8|jp:8|lv:8|mx:8|my:8|nz:8|ph:8|pl:8|ro:8|rs:8|sa:8|se:8|sk:8|th:8|tw:8|ua:8|vn:8,101672,25.5224,64.9877
hozipi,00B22A39464D8A0F6879B83F8E5AA8E2830F740C,M,46.244.128.187,80,0.360695,,fr:72|nl:56|us:24|at:8|be:8|br:8|ca:8|ch:8|cl:8|de:8|es:8|fi:8|it:8|jp:8|ru:8|sg:8|si:8|ua:8|vn:8,65277,11.5718,48.2003
arg,00D86ED7B4F6E5CCEEBDE01A5BE0C757B879000E,M,212.47.246.229,9003,0.225301,,,11210448,2.3387,48.8582
r3blDigital,00FB86296FE9CAE10ABAF549DA7620C6E789B4AD,M,88.198.121.205,9001,6.775929,,ua:8,273662,9.491,51.2993
MYLEX,010B7728454411F485CE29D4C79A14534151C2C4,MGH,77.123.44.99,444,4.638212,,,317714,30.5287,50.4522
Unnamed,010BF849DFFDFBF86233898B76B7775B5F6EEE55,M,131.255.5.189,4038,0.728807,,nl:48|fr:40|us:24|ua:16|ae:8|bg:8|de:8|es:8|gb:8|hn:8|it:8|jp:8|lt:8|mx:8|my:8|nz:8|ph:8|pl:8|ru:8|th:8|tr:8,3208676,-58.3845,-34.6022
DigiGesTor1e1,0111BA9B604669E636FFD5B503F382A4B7AD6E80,MGE,176.10.104.240,443,15.054397999999999,,ua:4208|ru:3784|ae:2560|id:2536|us:1304|th:816|in:672|tw:512|de:504|ir:448|hk:384|cn:368|pe:280|gb:200|nl:200|kr:168|kw:160|fr:144|mx:144|br:128|by:104|ca:88|it:88|tr:72|cl:64|pl:56|es:48|il:48|ph:48|ch:40|se:40|at:32|au:32|be:32|dk:32|fi:32|jp:32|pk:32|ro:32|bd:24|ie:24|lv:24|md:24|pt:24|sg:24|ve:24|ar:16|bg:16|co:16|cz:16|dz:16|hu:16|jo:16|ma:16|my:16|no:16|vn:16|??:8|al:8|ao:8|az:8|ba:8|bh:8|bj:8|bn:8|bo:8|ci:8|cu:8|cw:8|do:8|ec:8|ee:8|eg:8|et:8|ge:8|gh:8|gp:8|gq:8|gr:8|gt:8|hr:8|iq:8|is:8|ke:8|kg:8|kh:8|kz:8|lb:8|lk:8|lr:8|lt:8|lu:8|ly:8|mk:8|mn:8|mt:8|mv:8|ng:8|np:8|nz:8|om:8|pg:8|ps:8|py:8|qa:8|re:8|rs:8|rw:8|sd:8|si:8|sk:8|sy:8|tj:8|tn:8|tt:8|uz:8|ye:8|za:8,194580,7.6412,46.6616
mndo01,0111EBF5C3F06C09FF0ED397B0DE33456CC6F2E3,M,139.59.210.198,9001,0.034991,,ua:8,15984017,8.6837,50.1169
neburo,011DF5AA8E37462EBF5F7BE45BD48BA8A008C495,M,150.146.2.245,9001,0.251904,,us:40|nl:32|ua:16|fr:8|gb:8|hu:8|it:8|kr:8|lv:8|pl:8|tw:8|ve:8|vn:8,804994,12.5126,41.8904
biochemistmoscow,0128115EC4CC35785E005F0BF2FEDF7ECDC4F03B,M,188.32.129.92,12630,0.592173,,nl:120|fr:80|us:40|de:16|ar:8|be:8|bg:8|ca:8|ch:8|co:8|es:8|gb:8|gt:8|it:8|jp:8|ma:8|mt:8|pl:8|pt:8|ro:8|ru:8|sa:8|tn:8|tw:8|ua:8|ve:8,194522,37.6171,55.7483
Unnamed,0140C200D4008C5F23FE6C622B0714640B14CEC7,M,195.191.24.115,25005,0.1311,,de:8|ua:8,691086,30.5287,50.4522
ToRHuBFR31,0147084896511A4E2FD3BD1E008588B945C37957,M,86.206.192.38,9001,0.260096,,,64863,1.4451,43.6046
marsmellow,014EE24BCBDA160F236B2547A4639B27E303A1E7,M,62.251.89.74,9001,1.226484,,us:24|de:16|ca:8|dk:8|fr:8|nl:8|ru:8|se:8|tr:8|tw:8|ua:8,185761,4.8995,52.3824
d0dak,016093EE4BAE9AF473FC0C811A9D10FDAA9CA34B,M,62.65.107.36,443,1.2856379999999998,,de:8|dz:8|nl:8|ru:8|sg:8|th:8|tw:8|ua:8|us:8,356822,16.3569,56.6591
noce,01664D41A81F817A3E71400D6BFD40947AA40AFB,MG,216.127.173.78,443,5.3637120000000005,,,59,-97.822,37.751
hedden,0173A7A8BA9D32043641B69726D32A9ADFE26D16,MGE,93.174.93.133,443,5.1241,,ua:8|us:8,282578,4.8975,52.3759
Huddlepoop4,01741942C5C7795384D659244DD117499CF87362,M,178.157.193.244,9001,7.177499,,fr:512|nl:488|us:136|de:32|gb:16|it:16|jp:16|ru:16|ar:8|at:8|au:8|az:8|be:8|bg:8|br:8|by:8|ca:8|ch:8|co:8|cv:8|cz:8|dk:8|dz:8|es:8|hr:8|hu:8|in:8|ir:8|kr:8|lv:8|me:8|mx:8|no:8|pe:8|ph:8|pl:8|pt:8|ro:8|sa:8|se:8|sg:8|sk:8|th:8|tn:8|tw:8|ua:8|ve:8,115020,9.5476,56.1728
clifford,018034682850345984781E353B7A463443EC3F06,M,97.107.138.68,9001,1.5330679999999999,,,129686,-74.4592,40.8229
Unnamed,01981F09AF08EB1EC69F91B31D89B6C76757620A,M,54.36.112.244,9001,1.307587,,nl:504|fr:424|us:168|de:56|pl:32|es:24|it:24|ru:24|br:16|gb:16|jp:16|ua:16|ao:8|ar:8|at:8|au:8|be:8|bg:8|bm:8|ca:8|ch:8|cl:8|co:8|cy:8|cz:8|gr:8|hk:8|hu:8|id:8|ie:8|il:8|in:8|kr:8|lk:8|lt:8|lu:8|mx:8|my:8|ph:8|pt:8|re:8|ro:8|sa:8|sd:8|se:8|sk:8|sv:8|th:8|tw:8|ve:8|vn:8,1264298,2.3387,48.8582
PiotrTorpotkinTwo,019FEB22CE04CBD0489B7F24BE038518B64FA223,MG,142.44.243.133,9001,11.17184,,,129680,-73.5848,45.4995
multisec2,01A0FC0A1A118E1D7B178E239654080D5CFE63F8,MGE,193.90.12.116,9002,13.78496,,ua:8,259380,10.7343,59.9016
ForEdSnowden,01A1D15F9FC67ED05FA2966FF883067ED502CF08,MG,51.15.133.16,9001,2.8590210000000003,,,1587546,2.3387,48.8582
pezizomycotina,01A50C2C82112B41D38608C651B3A8F4C5B9A5C5,M,45.77.147.38,9001,0.918467,,ua:8,2303252,-74.4606,40.5511
Unnamed,01A5EB328D9E3E96F4B4C01723B27DC34777F43C,M,185.80.222.105,9001,1.039587,,nl:224|fr:176|us:56|de:32|es:16|it:16|jp:16|ru:16|ua:16|ae:8|ar:8|at:8|be:8|bg:8|bh:8|br:8|ca:8|ch:8|co:8|ec:8|gb:8|gr:8|gt:8|hr:8|id:8|ie:8|in:8|jo:8|lt:8|mx:8|pe:8|pl:8|pt:8|py:8|ro:8|rs:8|se:8|sk:8|tw:8|uy:8,2290916,4.8975,52.3759
ins0,01A9258A46E97FF8B2CAC7910577862C14F2C524,MGEH,193.171.202.146,9001,21.293502,,ru:7424|ua:2792|id:1456|us:1120|in:896|hk:432|de:392|my:384|kg:288|ph:232|gb:224|th:168|fr:144|br:120|ae:112|it:96|mx:96|tr:96|tw:96|es:88|nl:88|ca:80|ir:72|pe:72|kr:64|se:64|at:56|au:56|pl:48|vn:48|cl:40|cn:40|fi:40|il:40|lv:40|ro:40|be:32|ch:32|jp:32|pk:32|ar:24|bd:24|bg:24|cz:24|ie:24|pt:24|sa:24|sk:24|ve:24|by:16|co:16|dk:16|gr:16|hu:16|ma:16|md:16|no:16|nz:16|rs:16|sg:16|za:16|??:8|al:8|am:8|az:8|ba:8|bf:8|bh:8|bj:8|bo:8|bs:8|bw:8|cd:8|cg:8|ci:8|cm:8|cr:8|cw:8|cy:8|do:8|dz:8|ec:8|ee:8|eg:8|et:8|gh:8|gn:8|gu:8|gy:8|hr:8|im:8|iq:8|is:8|jm:8|jo:8|ke:8|kn:8|kw:8|kz:8|lb:8|li:8|lk:8|lr:8|lt:8|lu:8|mc:8|mm:8|mo:8|mt:8|mv:8|mz:8|ng:8|ni:8|np:8|pa:8|pf:8|py:8|qa:8|sd:8|si:8|sn:8|sv:8|sy:8|tj:8|tn:8|tt:8|tz:8|ug:8|uy:8|uz:8|ye:8,2693363,16.3801,48.2048
Neurans,01AAA5A8F4EF557C8F9FDE48329CB87F3B747AF4,M,98.206.202.53,443,0.178687,,th:8|tr:8|ua:8,306183,-88.2018,41.9778
wsmith6079,01AE002B4E60AE5A8FF40FDB67260F85AB0878AE,MG,8.37.14.220,9001,7.225017,,de:12784|us:2848|ru:1072|nl:992|fr:864|ua:736|gb:400|ca:288|au:160|it:144|br:136|jp:136|pl:136|es:128|ae:96|in:88|ch:80|se:80|fi:72|ie:72|cz:64|at:56|md:56|mx:56|ro:48|??:40|ar:40|co:40|dk:40|id:40|ir:40|sg:40|be:32|bg:32|cl:32|gr:32|hk:32|my:32|nz:32|ph:32|pt:32|dz:24|il:24|kr:24|kz:24|sk:24|th:24|za:24|bd:16|do:16|hu:16|is:16|lu:16|no:16|pk:16|tn:16|tw:16|uy:16|vn:16|ag:8|al:8|am:8|az:8|bh:8|bo:8|by:8|ec:8|ee:8|et:8|ge:8|gp:8|hr:8|iq:8|jm:8|jo:8|kg:8|kw:8|lb:8|lk:8|lt:8|lv:8|ma:8|me:8|mk:8|mn:8|mq:8|mt:8|mu:8|na:8|ng:8|np:8|pe:8|qa:8|re:8|rs:8|sa:8|sd:8|si:8|sy:8|tr:8|tt:8|tz:8|ug:8|uz:8|ve:8|ye:8|zm:8,22660108,-84.6298,40.0992
rixtyminutes,01AE2DE314276C82FCCC3603A1C2F3238E6544C9,MG,149.56.233.142,443,31.720344,,de:44472|ae:18688|us:9944|fr:7632|nl:6856|ru:4608|ua:2656|gb:1952|ca:1128|br:832|in:736|jp:608|it:600|au:592|md:520|es:512|pl:424|ch:360|at:288|hk:280|il:272|fi:240|cz:216|ir:216|be:208|mx:200|se:200|ar:192|ie:184|vn:184|id:176|kr:160|sg:160|tw:160|dk:136|hu:112|lv:112|no:112|kw:96|my:96|pt:96|sa:96|ro:88|bg:80|??:72|co:72|dz:72|gr:72|kz:72|ma:72|nz:72|tr:72|za:72|jo:64|pk:64|th:64|bd:56|cl:56|hr:56|ph:56|sk:56|ve:56|si:48|iq:40|lt:40|lu:40|pe:40|ee:32|gh:32|lb:32|ng:32|rs:32|sy:32|am:24|az:24|bo:24|do:24|ec:24|kg:24|om:24|tn:24|tt:24|uy:24|al:16|bh:16|by:16|cm:16|cn:16|cr:16|et:16|ge:16|gn:16|gp:16|is:16|jm:16|ke:16|mm:16|mr:16|mt:16|qa:16|sc:16|tg:16|ye:16|zw:16|af:8|ao:8|aw:8|ba:8|bf:8|bj:8|bn:8|bs:8|bw:8|bz:8|cg:8|ci:8|cu:8|cv:8|cw:8|cy:8|dj:8|dm:8|eg:8|gf:8|gl:8|gt:8|gu:8|gy:8|hn:8|ht:8|je:8|kh:8|li:8|lk:8|lr:8|ly:8|me:8|mk:8|mn:8|mo:8|mq:8|mu:8|mz:8|na:8|ne:8|ni:8|np:8|pa:8|pf:8|pr:8|ps:8|py:8|re:8|rw:8|sd:8|sn:8|so:8|sr:8|sv:8|tj:8|tl:8|tz:8|uz:8|vc:8|yt:8,194640,-73.5887,45.5075
UEUEUEU,01B8BEF8445F4EBC74B766D110F8A2664C95DB94,M,65.50.203.5,9001,0.255653,,nl:56|fr:40|ua:16|us:16|ar:8|at:8|bb:8|bg:8|de:8|es:8|fi:8|gb:8|il:8|in:8|it:8|jp:8|ma:8|pl:8|re:8|ru:8|th:8|tw:8,1946064,-122.6937,45.4972
Unnamed,01B99465E2C0009F641576CEDE149FFC122F0619,M,108.61.193.18,34193,1.539501,,,309602,-84.4455,33.7838
anoncat1,01BF70C6178DF12E122D2F8D4EC0A70D5863C5C0,MGE,185.100.86.217,443,2.371317,,ua:8,3693643,24.8876,60.152
anonA437536,01BFEFE4153F960D156750849A26935415DAE5E3,M,93.237.158.59,80,0.601632,,fr:112|nl:112|us:48|de:24|be:8|bg:8|br:8|by:8|ca:8|ch:8|co:8|dk:8|es:8|gb:8|gr:8|hu:8|in:8|ir:8|it:8|jp:8|mx:8|pl:8|pt:8|re:8|rs:8|ru:8|tw:8|ua:8,855,10.8922,49.8917
lach,01CBB8C29AD7013176F839F7D4CED72AD14287E7,M,103.250.73.218,541,0.651574,,us:72|nl:64|au:8|br:8|ca:8|cz:8|de:8|eg:8|fr:8|gb:8|ge:8|gr:8|hu:8|jp:8|kn:8|my:8|ng:8|pl:8|ru:8|ua:8|ve:8|vn:8,9521850,139.6899,35.6893
minisausage,01CD89CDAC9FF3266D5CB4A5EF1999641FEE9BBE,MG,50.7.184.58,9001,12.901376,,,59,16.3441,48.3003
haal,01D7461B244FD409CBBE78CFF6F3FAE483F5CF14,ME,223.26.48.248,443,0.6113540000000001,,ua:16|eg:8|ma:8|th:8|tr:8|us:8,16007239,114.1657,22.2578
Neledispas,01E2BD97705DF4AF04E9E1FC7B2FEC63E0938CD7,M,80.185.141.173,443,0.188416,,,2,6.1684,49.3562
DebianTorNodeTor,01E3B3E14F80B2BE2351A892FBD894DAC35EF26B,ME,178.32.60.251,9001,13.586117,,nl:5080|us:4472|fr:1016|de:400|ru:224|es:176|it:176|jp:176|pl:120|ca:88|gb:88|ar:80|br:80|ua:64|be:48|bg:48|tw:48|at:40|gr:40|au:32|in:32|mx:32|ch:24|cz:24|hu:24|se:24|ve:24|by:16|cl:16|dk:16|fi:16|id:16|ie:16|il:16|ma:16|my:16|no:16|ph:16|pt:16|rs:16|sk:16|th:16|vn:16|??:8|ae:8|al:8|ba:8|bd:8|bo:8|ci:8|cn:8|co:8|cr:8|cy:8|do:8|dz:8|ec:8|ee:8|gp:8|gt:8|hk:8|hr:8|ir:8|is:8|jo:8|ke:8|kr:8|kw:8|kz:8|lb:8|lt:8|lv:8|md:8|me:8|mf:8|mk:8|mn:8|mo:8|mu:8|nc:8|ng:8|ni:8|nz:8|pa:8|pe:8|pf:8|pg:8|ps:8|py:8|qa:8|re:8|ro:8|sa:8|sc:8|sd:8|sg:8|si:8|sn:8|tg:8|tn:8|tr:8|uy:8|uz:8|ye:8|za:8,192402,-0.066,51.5026
5OfNovember,01FF356C8A5F60157A441E712C665D0225669807,MG,62.210.247.178,9001,15.452991,,de:22992|us:4560|ru:2912|fr:2640|ua:1856|nl:1328|gb:1176|ca:680|it:368|au:304|es:304|in:296|pl:288|br:280|jp:272|ch:264|ae:200|se:176|fi:168|md:152|sa:144|at:136|cz:136|mx:136|ir:128|be:112|ar:96|id:96|tw:96|bd:88|hk:88|il:88|sg:88|ie:80|kr:80|no:80|pt:80|ph:64|za:64|dk:56|lt:56|om:56|bg:48|co:48|hu:48|pk:48|ro:48|bo:40|lv:40|ma:40|my:40|rs:40|si:40|dz:32|ec:32|gr:32|kz:32|nz:32|sk:32|th:32|vn:32|ba:24|cl:24|hr:24|ls:24|lu:24|sy:24|tr:24|ve:24|??:16|az:16|cr:16|cy:16|ee:16|et:16|gh:16|gt:16|iq:16|is:16|jm:16|ke:16|kw:16|lb:16|lk:16|mk:16|ng:16|pa:16|qa:16|tn:16|uy:16|ad:8|al:8|am:8|bh:8|bj:8|bs:8|by:8|ci:8|cn:8|cv:8|cw:8|fj:8|fo:8|ga:8|ge:8|gp:8|hn:8|ht:8|jo:8|kg:8|la:8|lr:8|ly:8|me:8|mt:8|mv:8|ni:8|np:8|pe:8|pf:8|pr:8|py:8|re:8|sc:8|sd:8|sv:8|tj:8|tt:8|ug:8|uz:8|ye:8|zw:8,259372,2.3387,48.8582
UbuntuCore201,0200D1790CE2BDD77EE12FCA39FA03C5C950745E,M,209.169.148.34,39992,0.28774400000000006,,,3,-73.7079,46.0468
